>NC_011165	Pseudomonas phage LBL3
>NC_008203	Mycobacterium phage Che12
YP_655619.1	1
YP_655639.1	1
>NC_016658	Cyanophage NATL1A-7
YP_005087461.1	1
YP_005087495.1	2
YP_005087509.1	1
>NC_001909	Lactococcus virus bIL170
NP_047161.1	1
>NC_001491	Equid alphaherpesvirus 1
YP_053105.1	6
>NC_011166	Pseudomonas phage LMA2
YP_002154233.1	1
YP_002154234.1	1
YP_002154236.1	4
YP_002154237.1	2
YP_002154238.1	1
YP_002154239.1	1
YP_002154240.1	1
YP_002154241.1	1
YP_002154242.1	2
YP_002154243.1	1
YP_002154244.1	1
YP_004221740.1	1
YP_002154245.1	1
YP_002154246.1	1
YP_002154247.1	1
YP_002154248.1	1
YP_002154249.1	1
YP_002154250.1	2
YP_002154251.1	3
YP_002154252.1	2
YP_002154253.1	1
YP_002154254.1	1
YP_002154255.1	1
YP_002154256.1	1
YP_002154257.1	1
YP_002154258.1	1
YP_002154259.1	1
YP_002154260.1	1
YP_002154261.1	1
YP_002154262.1	1
YP_002154263.1	2
YP_002154264.1	1
YP_002154265.1	2
YP_002154266.1	1
YP_002154267.1	1
YP_002154268.1	1
YP_002154269.1	1
YP_002154270.1	1
YP_002154271.1	1
YP_002154272.1	1
YP_002154273.1	1
YP_002154274.1	1
YP_002154275.1	2
YP_002154276.1	1
YP_002154277.1	1
YP_002154278.1	4
YP_002154279.1	1
YP_002154280.1	3
YP_002154281.1	1
YP_002154282.1	2
YP_002154283.1	1
YP_002154284.1	1
YP_002154285.1	2
YP_002154286.1	1
YP_002154287.1	5
YP_002154288.1	1
YP_002154289.1	11
YP_002154290.1	1
YP_002154291.1	2
YP_002154292.1	1
YP_002154293.1	2
YP_002154294.1	1
YP_002154295.1	1
YP_002154296.1	1
YP_002154297.1	1
YP_002154298.1	1
YP_002154299.1	1
YP_002154300.1	1
YP_002154301.1	1
YP_002154302.1	1
YP_002154303.1	2
YP_002154304.1	1
YP_002154305.1	1
YP_002154306.1	1
YP_002154307.1	1
YP_002154308.1	1
YP_002154309.1	1
YP_002154310.1	1
YP_002154311.1	1
YP_002154312.1	1
YP_002154313.1	1
YP_002154315.1	1
YP_002154316.1	1
YP_002154317.1	2
YP_002154318.1	1
YP_002154319.1	1
YP_002154320.1	1
YP_002154321.1	1
YP_002154323.1	1
YP_002154324.1	1
YP_002154325.1	1
>NC_024217	Nitrincola phage 1M3-16
YP_009037272.1	1
YP_009037308.1	1
>NC_020838	Synechococcus phage S-RIP2
YP_007673153.1	1
YP_007673165.1	14
YP_007673166.1	6
YP_007673169.1	1
YP_007673191.1	1
YP_007673192.1	2
>NC_006883	Prochlorococcus phage P-SSM2
YP_214273.1	4
YP_214283.1	5
YP_214300.1	3
YP_214325.1	1
YP_214338.1	1
YP_214343.1	1
YP_214355.1	6
YP_214356.1	1
YP_214360.1	1
YP_214361.1	1
YP_214363.1	4
YP_214367.1	1
YP_214369.1	1
YP_214374.1	1
YP_214393.1	1
YP_214406.1	1
YP_214407.1	1
YP_214408.1	10
YP_214409.1	1
YP_214414.1	2
YP_214418.1	2
YP_214422.1	21
YP_214423.1	9
YP_214434.1	1
YP_214439.1	1
YP_214448.1	4
YP_214475.1	1
YP_214479.1	7
YP_214488.1	14
YP_214489.1	4
YP_214493.1	1
YP_214501.1	2
YP_214512.1	1
YP_214523.1	1
YP_214540.1	1
YP_214541.1	3
YP_214544.1	2
YP_214551.1	1
>NC_021332	Staphylococcus phage StauST398-3
YP_008059823.1	1
YP_008059829.1	1
>NC_001271	Yersinia phage phiYeO3-12
NP_052071.1	1
NP_052083.1	1
NP_052087.1	5
NP_052088.1	4
NP_052093.1	3
NP_052094.1	3
NP_052110.1	1
NP_052111.1	1
NP_052122.1	1
>NC_007151	Chrysodeixis chalcites nucleopolyhedrovirus
YP_249719.1	1
YP_249723.1	1
YP_249755.1	5
>NC_019450	Pseudomonas phage JG004
YP_007002446.1	1
YP_007003114.1	3
YP_007002407.1	1
>NC_005857	Klebsiella phage phiKO2
YP_006582.1	4
YP_006584.1	4
YP_006607.1	1
>NC_004928	Enterobacteria phage RB69
NP_861745.1	1
NP_861791.1	1
NP_861801.1	1
NP_861955.1	9
>NC_023701	Mycobacterium phage Acadian
YP_009013359.1	1
YP_009013364.1	2
>NC_015294	Pseudomonas phage PAK_P1
YP_004327242.1	3
YP_004327265.1	1
YP_008869196.1	1
>NC_017940	European catfish virus
YP_006347602.1	4
YP_006347622.1	3
YP_006347648.1	1
YP_006347650.1	6
YP_006347690.1	3
YP_006347707.1	3
>NC_023710	Mycobacterium phage RidgeCB
YP_009014231.1	1
>NC_020843	Vibrio phage 11895-B1
YP_007673565.1	7
YP_007673567.1	2
YP_007673577.1	3
YP_007673628.1	9
>NC_003389	Swinepox virus
NP_570202.1	5
>NC_020486	Synechococcus phage S-RIM8 A.HR1
YP_007518174.1	1
YP_007518181.1	1
YP_007518183.1	6
YP_007518195.1	2
YP_007518198.1	4
YP_007518203.1	1
YP_007518207.1	1
YP_007518253.1	2
YP_007518257.1	2
YP_007518258.1	1
YP_007518267.1	1
YP_007518271.1	2
YP_007518276.1	2
>NC_003356	Enterobacteria phage phiP27
NP_543053.1	1
NP_543063.1	1
NP_543071.1	7
NP_543074.1	1
NP_543082.1	1
NP_543086.1	1
NP_543088.1	4
NP_543090.1	4
>NC_023580	Mycobacterium phage Saal
YP_009007528.1	2
YP_009007535.1	2
>NC_020846	Vibrio phage pYD21-A
YP_007673973.1	4
YP_007673979.1	1
YP_007674015.1	2
YP_007674018.1	2
YP_007674030.1	2
>NC_021319	Halovirus HCTV-2
YP_008058373.1	2
>NC_020847	Prochlorococcus phage MED4-184
YP_007674038.1	1
YP_007674069.1	4
YP_007674075.1	1
>NC_026928	Synechococcus phage ACG-2014e
YP_009134547.1	1
YP_009134581.1	2
YP_009134598.1	5
YP_009134607.1	2
YP_009134619.1	1
YP_009134640.1	1
YP_009134644.1	1
YP_009134647.1	2
YP_009134678.1	5
YP_009134697.1	1
YP_009134699.1	10
>NC_021561	Vibrio phage pYD38-B
YP_008130252.1	1
YP_008130270.1	3
>NC_019721	Enterobacterial phage mEp390
YP_007112436.1	1
YP_007112461.1	1
YP_007112467.1	3
>NC_007064	Staphylococcus phage 92
YP_240778.1	6
YP_240790.1	1
>NC_005337	Bovine papular stomatitis virus
NP_957916.1	3
>NC_022086	Mycobacterium phage LittleCherry
YP_008430663.1	1
YP_008430665.1	1
YP_008430706.1	1
YP_008430711.1	1
>NC_023571	Oenococcus phage phiS11
YP_009006594.1	3
YP_009006598.1	8
>NC_001847	Bovine alphaherpesvirus 1
NP_045358.1	6
>NC_025471	Idiomarinaceae phage Phi1M2-2
YP_009104244.1	1
YP_009104264.1	1
YP_009104271.1	1
YP_009104295.1	2
YP_009104296.1	2
YP_009104299.1	1
>NC_000852	Paramecium bursaria Chlorella virus 1
NP_048401.1	6
NP_048419.1	1
NP_048426.1	4
NP_048448.2	29
NP_048466.1	13
NP_048517.1	15
NP_048585.1	2
NP_048593.1	1
NP_048597.1	1
NP_048613.3	1
NP_048631.1	2
NP_048649.2	4
NP_048749.2	1
NP_048758.1	4
NP_048829.1	1
NP_048832.1	1
NP_048844.1	1
NP_048907.1	1
NP_048939.2	7
NP_048965.1	5
NP_048985.1	4
NP_048994.2	2
NP_049022.1	48
>NC_008201	Mannheimia phage phiMHaA1
YP_655470.1	4
YP_655471.1	1
YP_655473.1	1
YP_655493.1	1
YP_655512.1	7
YP_655513.1	1
YP_655517.1	2
>NC_023606	Mycobacterium phage CRB1
YP_009009751.1	1
YP_009009785.1	3
YP_009009794.1	1
YP_009009799.1	2
YP_009009806.1	1
>NC_015283	Prochlorococcus phage P-RSM4
YP_004323167.1	2
YP_004323176.1	1
YP_004323179.1	2
YP_004323194.1	4
YP_004323234.1	1
YP_004323235.1	1
YP_004323242.1	1
YP_004323249.1	6
YP_004323261.1	1
YP_004323262.1	1
YP_004323264.1	4
YP_004323268.1	1
YP_004323276.1	1
YP_004323281.1	1
YP_004323305.1	1
YP_004323306.1	7
YP_004323309.1	2
YP_004323313.1	1
YP_004323325.1	1
YP_004323330.1	1
>NC_012027	Mycobacterium phage Phlyer
YP_002564104.1	1
YP_002564132.1	1
>NC_023503	Streptococcus phage 20617
YP_009003339.1	1
YP_009003341.1	19
YP_009003406.1	1
>NC_023693	Enterobacteria phage phi92
YP_009012369.1	1
YP_009012374.1	2
YP_009012395.1	9
YP_009012396.1	17
YP_009012397.1	22
YP_009012398.1	16
YP_009012514.1	17
YP_009012531.1	1
>NC_004105	Ectromelia virus
NP_671542.1	3
NP_671546.1	1
NP_671575.1	12
>NC_021067	Vibrio phage helene 12B3
YP_007877166.1	6
YP_007877177.1	3
YP_007877343.1	2
YP_007877419.1	4
>NC_002665	Bovine gammaherpesvirus 4
NP_076495.1	1
NP_076568.1	1
>NC_009603	Microbacterium phage Min1
YP_001294783.1	1
YP_001294797.1	1
YP_001294813.1	2
YP_001294830.1	3
YP_001294833.1	2
>NC_008206	Mycobacterium phage Wildcat
YP_655873.1	6
YP_655891.1	1
YP_655909.1	1
YP_655929.1	1
YP_655943.1	1
YP_655945.1	1
YP_655951.1	1
>NC_021794	Cellulophaga phage phi18:3
YP_008241206.1	2
YP_008241209.1	1
YP_008241307.1	1
>NC_016656	Cyanophage P-SSP2
YP_005087349.1	2
YP_005087376.1	1
YP_005087384.1	1
YP_005087392.1	1
>NC_027351	Salmonella phage SSE121
YP_009148808.1	1
YP_009148843.1	1
YP_009148880.1	2
YP_009148904.1	1
YP_009148964.1	6
YP_009148977.1	1
YP_009149002.1	1
YP_009149014.1	1
YP_009149026.1	1
>NC_019422	Clostridium phage phiMMP04
YP_006990558.1	1
YP_006990588.1	1
>NC_007051	Staphylococcus phage 2638A
YP_239830.1	2
YP_239849.1	3
YP_239852.1	1
>NC_019710	Enterobacteria phage HK140
YP_007111712.1	1
YP_007111724.1	1
YP_007111735.1	1
YP_007111755.1	1
YP_007111764.1	1
>NC_011756	Pseudomonas phage SN
YP_002418807.1	1
YP_002418810.1	4
YP_002418811.1	2
YP_002418812.1	1
YP_002418813.1	1
YP_002418814.1	1
YP_002418815.1	2
YP_002418816.1	1
YP_002418817.1	1
YP_002418818.1	1
YP_002418819.1	1
YP_002418821.1	1
YP_002418822.1	1
YP_002418823.1	1
YP_002418824.1	2
YP_002418825.1	3
YP_002418826.1	2
YP_002418827.1	1
YP_002418828.1	1
YP_002418829.1	1
YP_002418830.1	1
YP_002418831.1	1
YP_002418832.1	1
YP_002418833.1	1
YP_002418834.1	1
YP_002418835.1	1
YP_002418836.1	1
YP_002418837.1	2
YP_002418838.1	1
YP_002418839.1	2
YP_002418840.1	1
YP_002418841.1	1
YP_002418842.1	1
YP_002418843.1	1
YP_002418844.1	1
YP_002418845.1	1
YP_002418846.1	1
YP_002418847.1	1
YP_002418848.1	1
YP_002418849.1	2
YP_002418850.1	2
YP_002418851.1	1
YP_002418852.1	4
YP_002418853.1	1
YP_002418854.1	3
YP_002418855.1	1
YP_002418856.1	2
YP_002418857.1	1
YP_002418858.1	1
YP_002418859.1	2
YP_002418860.1	1
YP_002418861.1	5
YP_002418862.1	1
YP_002418863.1	11
YP_002418864.1	1
YP_002418865.1	2
YP_002418866.1	1
YP_002418867.1	2
YP_002418868.1	1
YP_002418869.1	1
YP_002418870.1	1
YP_002418871.1	1
YP_002418872.1	1
YP_002418873.1	1
YP_002418874.1	1
YP_002418875.1	1
YP_002418876.1	1
YP_002418877.1	2
YP_002418878.1	1
YP_002418879.1	1
YP_002418880.1	1
YP_002418881.1	1
YP_002418882.1	1
YP_002418883.1	1
YP_002418884.1	1
YP_002418885.1	1
YP_002418886.1	1
YP_002418887.1	1
YP_002418889.1	1
YP_002418890.1	1
YP_002418891.1	2
YP_002418892.1	1
YP_002418893.1	1
YP_002418894.1	1
YP_002418895.1	1
YP_002418897.1	1
YP_002418898.1	1
>NC_012742	Xanthomonas phage phiL7
YP_002922617.1	1
YP_002922618.1	4
YP_002922621.1	5
YP_002922629.1	1
YP_002922634.1	3
YP_002922661.1	1
YP_002922670.1	1
>NC_008562	Microcystis aeruginosa phage Ma-LMM01
YP_851022.1	6
YP_851028.1	1
YP_851051.1	1
YP_851076.1	1
YP_851086.1	2
YP_851109.1	7
YP_851148.1	1
YP_851178.1	1
YP_851197.1	1
>NC_023569	Vibrio phage SHOU24
YP_009006415.1	1
YP_009006436.1	2
>NC_015208	Pseudomonas phage phi15
YP_004286187.1	1
YP_004286202.1	1
YP_004286217.1	1
YP_004286221.1	1
YP_004286227.1	2
>NC_006820	Synechococcus phage S-PM2
YP_195114.1	1
YP_195134.1	2
YP_195135.2	1
YP_195138.1	1
YP_195146.1	1
YP_195185.1	2
YP_195193.1	2
YP_195210.1	1
YP_195220.1	1
YP_195224.1	1
YP_195228.2	1
YP_195262.1	3
>NC_008584	Thermus phage phiYS40
YP_874025.1	14
YP_874027.1	1
YP_874046.1	4
>NC_021539	Listeria phage LP-030-2
YP_008126756.1	1
YP_008997819.1	2
>NC_011216	Burkholderia phage KS10
YP_002221437.1	1
YP_002221439.1	11
>NC_002331	Xestia c-nigrum granulovirus
NP_059294.1	1
>NC_020844	Salicola phage CGphi29
YP_007673683.1	2
YP_007673684.1	1
YP_007673685.1	3
YP_007673686.1	1
YP_007673687.1	1
YP_007673691.1	1
YP_007673696.1	5
YP_007673699.1	1
YP_007673746.1	3
>NC_018280	Celeribacter phage P12053L
YP_006560906.1	13
YP_006560908.1	4
YP_006560910.1	1
YP_006560912.1	1
YP_006560919.1	12
YP_006560922.1	6
YP_006560940.1	5
>NC_009811	Listeria virus A511
YP_001468622.1	1
YP_001468503.1	1
YP_001468513.1	1
YP_001468518.1	6
>NC_004112	Lactobacillus phage A2
NP_680494.1	1
NP_680517.1	2
>NC_020204	Klebsiella phage JD001
YP_007392830.1	1
YP_007392855.1	1
>NC_018277	Staphylococcus phage SpaA1
YP_006560705.1	1
YP_006560729.1	1
>NC_019517	Escherichia phage FV3
YP_007006248.1	1
YP_007006381.1	1
YP_007006386.1	5
YP_007006388.1	2
>NC_024136	Mycobacterium phage Seabiscuit
YP_009031232.1	2
YP_009031240.1	1
>NC_013594	Escherichia phage D108
YP_003335769.1	1
YP_003335776.1	1
YP_003335787.1	1
YP_003335793.1	2
YP_003335802.1	9
>NC_017984	Acinetobacter bacteriophage AP22
YP_006383768.1	1
YP_006383807.1	7
YP_006383810.1	1
YP_006383813.1	1
YP_006383827.1	12
YP_006383837.1	2
>NC_014662	Enterobacter phage CC31
YP_004009950.1	1
YP_004009965.1	1
YP_004009975.1	1
YP_004010030.1	2
YP_004010075.1	1
YP_004010095.1	2
YP_004010115.1	1
YP_004010129.1	2
>NC_015273	Burkholderia phage KS14
YP_004306850.1	5
YP_004306857.1	1
YP_004306858.1	1
YP_004306859.1	1
YP_004306876.1	1
YP_004306877.1	1
YP_004306878.1	1
YP_004306879.1	4
YP_004306884.1	1
>NC_019725	Escherichia phage ADB-2
YP_007112700.1	1
YP_007112727.1	1
>NC_024207	Bacillus phage Evoli
YP_009035540.1	2
YP_009035572.1	4
YP_009035680.1	1
YP_009035756.1	14
>NC_005309	Canarypox virus
NP_955110.1	1
NP_955164.1	1
>NC_008363	Lactococcus virus P008
YP_762547.1	1
YP_762551.1	1
>NC_019419	Escherichia virus JL1
YP_006990390.1	1
YP_006990386.1	1
>NC_023556	Achromobacter phage JWAlpha
YP_009004739.1	2
YP_009004745.1	3
YP_009004766.1	2
>NC_016655	Rhodococcus phage REQ1
YP_005087286.1	3
YP_005087313.1	1
YP_005087321.1	2
>NC_024361	Streptococcus phage DCC1738
YP_009043178.1	1
YP_009043203.1	1
YP_009043228.1	2
>NC_005282	Salmonella phage FelixO1
NP_944863.2	1
NP_944866.1	1
NP_944884.1	1
NP_944955.1	4
NP_945017.1	2
>NC_021249	Choristoneura rosaceana entomopoxvirus 'L'
YP_008004447.1	2
YP_008004627.1	1
YP_008004638.1	1
YP_008004661.1	1
>NC_011645	Bacillus phage TP21-L
YP_002333581.1	3
YP_002333589.1	1
>NC_021061	Mycobacterium phage Butters
YP_007869848.1	4
>NC_007057	Staphylococcus phage 96
YP_240269.1	1
>NC_016158	Escherichia phage HK639
YP_004934032.1	1
YP_004934034.1	1
YP_004934036.1	1
YP_004934059.1	2
YP_004934094.1	1
YP_004934099.1	1
>NC_022971	Pseudomonas phage phiIBB-PAA2
YP_008857838.1	1
YP_008857863.1	10
YP_008857866.1	8
YP_008857867.1	1
>NC_006884	Prochlorococcus phage P-SSM4
YP_214609.1	4
YP_214640.1	1
YP_214641.1	1
YP_214648.1	1
YP_214662.1	2
YP_214663.1	1
YP_214665.1	4
YP_214676.1	1
YP_214677.1	1
YP_214682.1	1
YP_214702.1	1
YP_214704.1	2
YP_214707.1	2
YP_214710.1	1
YP_214721.1	6
YP_004030775.1	1
YP_214727.1	1
YP_214730.1	7
YP_214732.1	1
>NC_025470	Shewanella sp. phage 1/40
YP_009104003.1	2
YP_009104028.1	2
YP_009104095.1	7
YP_009104188.1	3
>NC_018860	Bacillus phage BCP78
YP_006907857.1	11
YP_006907860.1	5
YP_006907920.1	1
YP_006907935.1	15
YP_006907992.1	1
YP_006907997.1	6
>NC_008520	Anticarsia gemmatalis nucleopolyhedrovirus
YP_803440.1	1
>NC_009235	Burkholderia virus phi6442
YP_001111081.1	2
YP_001111083.1	3
YP_001111094.1	1
YP_001111100.1	1
YP_001111111.1	1
YP_001111115.1	11
YP_001111145.1	1
>NC_021533	Mycobacterium phage BTCU-1
YP_008126100.1	1
YP_008126140.1	1
YP_008126145.1	1
YP_008126147.1	1
YP_008126154.1	1
>NC_001697	Haemophilus phage HP1
NP_043466.1	1
NP_043468.1	2
NP_043481.1	1
NP_043485.1	2
>NC_007045	Staphylococcus phage PT1028
YP_239446.1	1
>NC_013055	Burkholderia phage KS9
YP_003090158.1	2
YP_003090168.1	1
YP_003090172.1	17
YP_003090174.1	1
YP_003090176.1	1
YP_003090178.1	4
YP_003090180.1	1
YP_003090182.1	1
YP_003090184.1	1
YP_003090195.1	1
YP_003090199.1	7
YP_003090202.1	2
YP_003090205.1	1
>NC_009236	Burkholderia virus phiE122
YP_001111152.1	1
YP_001111154.1	4
YP_001111156.1	2
YP_001111157.1	3
YP_001111162.1	1
YP_001111182.1	1
YP_001111185.1	1
>NC_024150	California sea lion adenovirus 1
YP_009032631.1	1
>NC_023591	Mycobacterium phage Adler
YP_009008573.1	1
YP_009008593.1	1
>NC_021329	Halovirus HRTV-4
YP_008059519.1	2
>NC_020082	Edwardsiella phage MSW-3
YP_007348915.1	3
YP_007348935.1	1
>NC_019930	Tetrasphaera phage TJE1
YP_007237914.1	3
YP_007237966.1	1
>NC_007809	Pseudomonas phage M6
YP_001294520.1	1
YP_001294521.1	1
YP_001294523.1	1
YP_001294549.1	6
YP_001294551.1	1
YP_001294552.1	1
YP_001294553.1	2
YP_001294554.1	1
YP_001294570.1	5
>NC_018843	Salmonella phage SSU5
YP_006906634.1	6
YP_006906659.1	1
YP_006906684.1	21
YP_006906692.1	2
YP_006906710.1	1
YP_006906711.1	1
YP_006906718.1	1
YP_006906722.1	5
YP_006906731.1	3
YP_006906761.1	1
>NC_006940	Salmonella phage SS3e
YP_224033.1	1
YP_224068.1	1
>NC_007967	Streptomyces phage mu1/6
YP_579187.1	1
YP_579193.1	1
YP_579204.1	2
>NC_023609	Mycobacterium phage RhynO
YP_009009988.1	1
YP_009009990.1	1
YP_009010013.1	1
YP_009010028.1	1
YP_009010032.1	1
YP_009010034.1	1
YP_009010038.1	1
YP_009010040.1	1
YP_009010052.1	2
>NC_011802	Salmonella phage SE1
YP_002455838.1	17
YP_002455860.1	1
YP_002455866.1	4
YP_002455881.1	1
YP_002455888.1	1
>NC_004156	Helicoverpa zea nudivirus 2
YP_004956755.1	2
YP_004956783.1	2
YP_004956795.1	7
YP_004956814.1	28
YP_004956859.1	3
>NC_019909	Yersinia phage phiR1-RT
YP_007235842.1	1
YP_007235887.1	1
YP_007235930.1	1
YP_007235942.1	1
YP_007236048.1	1
YP_007236068.1	3
YP_007236095.1	1
>NC_013692	Pseudomonas phage LIT1
YP_003358468.1	1
YP_003358478.1	6
>NC_024355	Staphylococcus phage 6ec
YP_009042521.2	2
YP_009042529.1	1
YP_009042586.1	2
YP_009042593.1	4
YP_009042602.1	2
>NC_024382	Alcelaphine gammaherpesvirus 2
YP_009044428.1	2
>NC_028854	Paenibacillus phage Sitara
YP_009203449.1	1
YP_009203453.1	1
YP_009203459.1	2
YP_009203506.1	2
>NC_011167	Bacillus virus IEBH
YP_002154334.1	1
YP_002154348.1	1
>NC_022766	Bacillus virus Glittering
YP_008770677.1	21
>NC_010583	Escherichia virus EPS7
YP_001836961.1	2
YP_001837024.1	5
YP_001837067.1	3
>NC_018282	Pseudomonas phage MP1412
YP_006561009.1	6
YP_006561011.1	1
YP_006561012.1	1
YP_006561013.1	2
YP_006561014.1	1
YP_006561027.1	5
YP_006561050.1	4
YP_006561058.1	1
YP_006561061.1	1
>NC_004775	Salmonella phage epsilon15
NP_848210.1	1
NP_848212.1	1
NP_848223.1	1
NP_848233.1	4
NP_848249.1	2
NP_848250.1	1
NP_848251.1	1
>NC_004629	Pseudomonas phage phiKZ
NP_803570.1	3
NP_803626.1	1
NP_803627.1	1
NP_803653.1	1
NP_803661.1	1
NP_803668.1	1
NP_803669.1	1
NP_803680.1	2
NP_803712.1	1
NP_803721.1	3
NP_803742.1	1
NP_803780.1	8
NP_803801.1	1
NP_803803.1	1
NP_803829.1	1
NP_803830.1	1
NP_803840.1	1
NP_803841.1	1
NP_803864.1	1
>NC_024138	Mycobacterium phage MosMoris
YP_009031543.1	1
YP_009031574.1	1
YP_009031582.1	3
>NC_021309	Mycobacterium phage Phrux
YP_008051963.1	1
YP_008052014.1	1
YP_008052032.1	3
YP_008052033.1	1
YP_008052034.1	6
YP_008052043.1	1
YP_008052045.1	15
>NC_007917	Clostridium virus phiCD119
YP_529611.1	1
YP_529622.1	1
>NC_019443	Synechococcus phage metaG-MbCM1
YP_007001516.1	1
YP_007001517.1	1
YP_007001522.1	1
YP_007001585.1	1
YP_007001596.1	1
YP_007001601.1	1
YP_007001615.1	1
YP_007001616.1	1
YP_007001618.1	3
YP_007001622.1	1
YP_007001630.1	1
YP_007001660.1	1
YP_007001667.1	1
YP_007001699.1	1
>NC_006549	Singapore grouper iridovirus
YP_164159.1	4
YP_164168.1	6
YP_164171.1	1
YP_164199.1	8
>NC_023614	Croceibacter phage P2559Y
YP_009010737.1	2
YP_009010741.1	1
YP_009010750.1	1
>NC_008617	Staphylococcus phage phiNM3
YP_908841.1	5
>NC_003287	Enterobacteria phage M13
NP_510894.1	4
>NC_015049	Cricetid gammaherpesvirus 2
YP_004207882.1	3
>NC_024384	Listeria phage LP-030-3
YP_009044663.1	1
>NC_011285	Mycobacterium phage Troll4
YP_002241422.1	1
YP_002241480.1	7
YP_002241482.1	1
>NC_011272	Mycobacterium phage Rizal
YP_002224797.1	1
YP_002224824.1	1
YP_002224866.1	14
YP_002224916.1	7
>NC_011041	Escherichia phage V5
YP_002003582.1	1
YP_002003727.1	1
YP_002003732.1	5
YP_002003734.1	2
>NC_011976	Salmonella phage epsilon34
YP_002533461.1	1
YP_002533480.1	14
YP_002533482.1	2
YP_002533495.1	11
>NC_018519	Blueberry virus A
YP_006628170.1	1
>NC_028788	Paenibacillus phage Diva
YP_009197949.1	1
YP_009197953.1	1
YP_009197959.1	2
YP_009197996.1	2
>NC_023499	Staphylococcus phage StauST398-4
YP_009002786.1	2
YP_009002809.1	4
>NC_017969	Escherichia virus AKFV33
YP_006382389.1	5
YP_006382398.1	4
YP_006382432.1	2
>NC_015293	Pseudoalteromonas phage H105/1
YP_004327099.1	10
YP_004327118.1	4
>NC_022775	Lactobacillus phage phiJB
YP_008772027.1	1
>NC_004745	Yersinia phage L-413C
NP_839850.1	1
NP_839851.1	3
NP_839852.1	1
NP_839854.1	1
NP_839865.1	1
NP_839866.1	1
NP_839871.1	1
NP_839872.1	1
NP_839874.1	1
NP_839876.1	1
NP_839878.1	3
>NC_024148	Mycobacterium phage Phantastic
YP_009032496.1	1
YP_009032537.1	1
YP_009032541.1	1
YP_009032544.1	1
YP_009032549.1	2
YP_009032552.1	1
>NC_005210	Beet pseudoyellows virus
NP_940788.1	1
>NC_023593	Escherichia phage KBNP1711
YP_009008703.1	2
YP_009008752.1	2
YP_009008771.1	1
>NC_019768	Enterobacteria phage HK106
YP_007151690.1	1
YP_007151694.1	1
YP_007151722.1	4
>NC_009011	Spodoptera frugiperda multiple nucleopolyhedrovirus
YP_001036340.1	1
>NC_001266	Rabbit fibroma virus
NP_051933.1	1
NP_052003.1	1
>NC_026926	Synechococcus phage ACG-2014j
YP_009134015.1	1
YP_009134030.1	2
YP_009134060.1	2
YP_009134088.1	5
YP_009134097.1	2
YP_009134109.1	1
YP_009134133.1	1
YP_009134137.1	1
YP_009134140.1	2
YP_009134170.1	1
YP_009134191.1	1
YP_009134194.1	10
>NC_010808	Staphylococcus phage phiMR25
YP_001949805.1	1
YP_001949813.1	1
>NC_010240	Helicoverpa armigera granulovirus
YP_001649129.1	1
>NC_021788	Cellulophaga phage phi4:1
YP_008240601.1	1
YP_008240607.1	1
YP_008240616.1	1
YP_008240620.1	5
YP_008240658.1	1
YP_008240764.1	2
>NC_020080	Klebsiella phage KP27
YP_007348665.1	1
YP_007348688.1	1
YP_007348701.1	2
YP_007348760.1	1
YP_007348774.1	1
YP_007348786.1	7
YP_007348788.1	1
YP_007348811.1	1
YP_007348848.1	1
YP_007348880.1	1
>NC_021795	Cellulophaga phage phi17:1
YP_008241345.1	1
YP_008241365.1	1
>NC_016924	Cotia virus SPAn232
YP_005296321.1	1
>NC_023548	Citrobacter phage CR8
YP_009004165.1	1
YP_009004178.1	2
YP_009004179.1	2
YP_009004183.1	2
YP_009004210.1	1
>NC_021247	Adoxophyes honmai entomopoxvirus 'L'
YP_008003843.1	1
>NC_011357	Stx2-converting phage 1717
YP_002274235.1	3
YP_002274237.1	1
YP_002274238.1	4
YP_002274239.1	4
YP_002274257.1	1
YP_002274264.1	8
YP_002274265.1	3
YP_002274275.1	1
YP_002274288.1	3
>NC_011534	Kluyvera phage Kvp1
YP_002308393.1	1
YP_002308396.1	1
YP_002308398.1	2
YP_002308401.1	5
YP_002308415.1	1
YP_002308419.1	2
YP_002308426.1	1
>NC_023704	Mycobacterium phage Doom
YP_009013695.1	1
YP_009013701.1	3
>NC_009815	Listeria phage A006
YP_001468884.1	1
>NC_018269	Marinomonas phage P12026
YP_006560240.1	1
YP_006560245.1	1
YP_006560267.1	1
YP_006560275.1	1
YP_006560277.1	19
YP_006560288.1	1
>NC_015279	Synechococcus phage S-SM2
YP_004322191.1	1
YP_004322247.1	1
YP_004322249.1	1
YP_004322252.1	1
YP_004322262.1	1
YP_004322264.1	1
YP_004322265.1	7
YP_004322266.1	2
YP_004322267.1	1
YP_004322270.1	2
YP_004322275.1	1
YP_004322277.1	1
YP_004322280.1	1
YP_004322303.1	1
YP_004322306.1	2
YP_004322310.1	2
YP_004322321.1	1
YP_004322325.1	1
YP_004322338.1	2
YP_004322339.1	2
YP_004322344.1	5
YP_004322345.1	2
YP_004322350.1	1
YP_004322366.1	9
YP_004322386.1	3
YP_004322387.1	12
YP_004322405.1	1
>NC_021774	Salmonella phage FSL SP-004
YP_008239558.1	1
YP_008239559.1	3
YP_008239560.1	1
YP_008239573.1	1
YP_008239574.1	1
YP_008239578.1	1
YP_008239580.1	1
YP_008239582.1	1
YP_008239585.1	3
>NC_027383	Escherichia phage YD-2008.s
YP_009152280.1	1
YP_009152284.1	1
