NC_011165|Pseudomonas phage LBL3|
YP_008856846.1|0|
YP_008856847.1|0|
YP_008856848.1|0|
YP_008856849.1|0|
YP_008856850.1|0|
YP_008856851.1|0|
YP_008856852.1|0|
YP_008856853.1|0|
YP_008856854.1|0|
YP_008856855.1|0|
YP_008856856.1|0|
YP_008856857.1|0|
YP_008856858.1|0|
YP_008856859.1|0|
YP_008856860.1|0|
YP_008856861.1|5|
YP_008856862.1|0|
YP_008856863.1|0|
YP_008856864.1|0|
YP_008856865.1|0|
YP_008856866.1|0|
YP_008856867.1|0|
YP_008856868.1|0|
YP_008856869.1|0|
YP_008856870.1|0|
YP_008856871.1|0|
YP_008856872.1|0|
YP_008856873.1|0|
YP_008856874.1|0|
YP_008856875.1|0|
YP_008856876.1|0|
*
NC_021070|Vibrio phage martha 12B12|
YP_007877502.1|0|
YP_007877503.1|0|
YP_007877504.1|0|
YP_007877505.1|0|
YP_007877506.1|2|
YP_007877507.1|2|
YP_007877508.1|0|
YP_007877509.1|0|
YP_007877510.1|0|
YP_007877511.1|1|
YP_007877512.1|0|
YP_007877513.1|0|
YP_007877514.1|0|
YP_007877515.1|0|
YP_007877516.1|0|
YP_007877517.1|0|
YP_007877518.1|0|
YP_007877519.1|0|
YP_007877520.1|0|
YP_007877521.1|0|
YP_007877522.1|0|
YP_007877523.1|1|
YP_007877524.1|0|
YP_007877525.1|0|
YP_007877526.1|0|
YP_007877527.1|0|
YP_007877528.1|0|
YP_007877529.1|0|
YP_007877530.1|0|
YP_007877531.1|0|
YP_007877532.1|0|
YP_007877533.1|0|
YP_007877534.1|0|
YP_007877535.1|0|
YP_007877536.1|0|
YP_007877537.1|0|
YP_007877538.1|0|
YP_007877539.1|0|
YP_007877540.1|0|
YP_007877541.1|0|
YP_007877542.1|0|
YP_007877543.1|0|
YP_007877544.1|1|
YP_007877545.1|0|
YP_007877546.1|0|
YP_007877547.1|0|
YP_007877548.1|0|
YP_007877549.1|0|
YP_007877550.1|0|
YP_007877551.1|0|
YP_007877552.1|0|
*
NC_014765|Bathycoccus sp. RCC1105 virus BpV1|
YP_004061431.1|0|
YP_004061432.1|0|
YP_004061433.1|0|
YP_004061434.1|0|
YP_004061435.1|0|
YP_004061436.1|0|
YP_004061437.1|0|
YP_004061438.1|32|
YP_004061439.1|0|
YP_004061440.1|0|
YP_004061441.1|19|
YP_004061442.1|0|
YP_004061443.1|0|
YP_004061444.1|0|
YP_004061445.1|0|
YP_004061446.1|0|
YP_004061447.1|0|
YP_004061448.1|0|
YP_004061449.1|0|
YP_004061450.1|0|
YP_004061451.1|0|
YP_004061452.1|0|
YP_004061453.1|8|
YP_004061454.1|0|
YP_004061455.1|0|
YP_004061456.1|0|
YP_004061457.1|1|
YP_004061458.1|0|
YP_004061459.1|0|
YP_004061460.1|14|
YP_004061461.1|1|
YP_004061462.1|4|
YP_004061463.1|0|
YP_004061464.1|0|
YP_004061465.1|0|
YP_004061466.1|0|
YP_004061467.1|0|
YP_004061468.1|0|
YP_004061469.1|0|
YP_004061470.1|0|
YP_004061471.1|0|
YP_004061472.1|0|
YP_004061473.1|0|
YP_004061474.1|0|
YP_004061475.1|0|
YP_004061476.1|0|
YP_004061477.1|2|
YP_004061478.1|0|
YP_004061479.1|0|
YP_004061480.1|0|
YP_004061481.1|0|
YP_004061482.1|0|
YP_004061483.1|0|
YP_004061484.1|0|
YP_004061485.1|0|
YP_004061486.1|0|
YP_004061487.1|0|
YP_004061488.1|0|
YP_004061489.1|0|
YP_004061490.1|0|
YP_004061491.1|0|
YP_004061492.1|0|
YP_004061493.1|0|
YP_004061494.1|0|
YP_004061495.1|0|
YP_004061496.1|0|
YP_004061497.1|0|
YP_004061498.1|0|
YP_004061499.1|0|
YP_004061500.1|0|
YP_004061501.1|0|
YP_004061502.1|0|
YP_004061503.1|0|
YP_004061504.1|0|
YP_004061505.1|0|
YP_004061506.1|0|
YP_004061507.1|0|
YP_004061508.1|0|
YP_004061509.1|1|
YP_004061510.1|0|
YP_004061511.1|0|
YP_004061512.1|0|
YP_004061513.1|0|
YP_004061514.1|0|
YP_004061515.1|0|
YP_004061516.1|1|
YP_004061517.1|0|
YP_004061518.1|0|
YP_004061519.1|0|
YP_004061520.1|0|
YP_004061521.1|1|
YP_004061522.1|0|
YP_004061523.1|0|
YP_004061524.1|0|
YP_004061525.1|0|
YP_004061526.1|0|
YP_004061527.1|0|
YP_004061528.1|0|
YP_004061529.1|0|
YP_004061530.1|0|
YP_004061531.1|0|
YP_004061532.1|0|
YP_004061533.1|0|
YP_004061534.1|0|
YP_004061535.1|0|
YP_004061536.1|0|
YP_004061537.1|0|
YP_004061538.1|0|
YP_004061539.1|0|
YP_004061540.1|0|
YP_004061541.1|0|
YP_004061542.1|0|
YP_004061543.1|0|
YP_004061544.1|0|
YP_004061545.1|0|
YP_004061546.1|0|
YP_004061547.1|0|
YP_004061548.1|0|
YP_004061549.1|0|
YP_004061550.1|0|
YP_004061551.1|1|
YP_004061552.1|0|
YP_004061553.1|0|
YP_004061554.1|1|
YP_004061555.1|0|
YP_004061556.1|0|
YP_004061557.1|0|
YP_004061558.1|0|
YP_004061559.1|17|
YP_004061560.1|0|
YP_004061561.1|0|
YP_004061562.1|0|
YP_004061563.1|0|
YP_004061564.1|0|
YP_004061565.1|0|
YP_004061566.1|0|
YP_004061567.1|0|
YP_004061568.1|0|
YP_004061569.1|0|
YP_004061570.1|0|
YP_004061571.1|0|
YP_004061572.1|0|
YP_004061573.1|0|
YP_004061574.1|1|
YP_004061575.1|0|
YP_004061576.1|0|
YP_004061577.1|3|
YP_004061578.1|0|
YP_004061579.1|0|
YP_004061580.1|0|
YP_004061581.1|0|
YP_004061582.1|0|
YP_004061583.1|0|
YP_004061584.1|0|
YP_004061585.1|0|
YP_004061586.1|0|
YP_004061587.1|0|
YP_004061588.1|0|
YP_004061589.1|6|
YP_004061590.1|0|
YP_004061591.1|0|
YP_004061592.1|0|
YP_004061593.1|0|
YP_004061594.1|0|
YP_004061595.1|0|
YP_004061596.1|0|
YP_004061597.1|3|
YP_004061598.1|0|
YP_004061599.1|0|
YP_004061600.1|0|
YP_004061601.1|0|
YP_004061602.1|0|
YP_004061603.1|1|
YP_004061604.1|0|
YP_004061605.1|0|
YP_004061606.1|0|
YP_004061607.1|0|
YP_004061608.1|0|
YP_004061609.1|0|
YP_004061610.1|0|
YP_004061611.1|0|
YP_004061612.1|0|
YP_004061613.1|0|
YP_004061614.1|0|
YP_004061615.1|0|
YP_004061616.1|0|
YP_004061617.1|0|
YP_004061618.1|7|
YP_004061619.1|0|
YP_004061620.1|0|
YP_004061621.1|0|
YP_004061622.1|0|
YP_004061623.1|0|
YP_004061624.1|0|
YP_004061625.1|0|
YP_004061626.1|0|
YP_004061627.1|0|
YP_004061628.1|0|
YP_004061629.1|0|
YP_004061630.1|0|
YP_004061631.1|0|
YP_004061632.1|0|
YP_004061633.1|1|
*
NC_005263|Burkholderia virus Bcep1|
NP_944309.1|0|
NP_944310.1|0|
NP_944311.1|0|
NP_944312.1|0|
NP_944313.1|0|
NP_944314.1|0|
NP_944315.1|0|
NP_944316.1|0|
NP_944317.1|0|
NP_944318.1|0|
NP_944319.1|0|
NP_944320.1|1|
NP_944321.1|0|
NP_944322.1|0|
NP_944323.1|1|
NP_944324.1|0|
NP_944325.1|0|
NP_944326.1|1|
NP_944327.1|0|
NP_944328.1|0|
NP_944329.1|0|
NP_944330.1|0|
NP_944331.1|0|
NP_944332.1|0|
NP_944333.1|0|
NP_944334.3|0|
NP_944335.1|0|
NP_944336.1|1|
NP_944337.1|0|
NP_944339.1|0|
NP_944340.1|0|
NP_944341.1|0|
NP_944342.1|0|
NP_944343.1|0|
NP_944344.1|0|
NP_944345.1|0|
NP_944346.1|0|
NP_944347.1|0|
NP_944348.1|0|
NP_944349.1|0|
NP_944350.1|0|
NP_944351.1|0|
NP_944352.1|0|
NP_944353.1|0|
NP_944354.1|0|
NP_944355.2|0|
NP_944356.1|0|
NP_944357.2|0|
NP_944358.1|0|
NP_944359.1|0|
NP_944360.1|0|
NP_944361.1|0|
NP_944362.1|0|
NP_944363.1|1|
NP_944364.1|0|
NP_944365.1|0|
NP_944366.1|0|
NP_944367.1|0|
YP_022514.1|0|
NP_944368.1|2|
NP_944369.1|0|
NP_944370.1|0|
NP_944371.1|0|
NP_944372.1|0|
NP_944373.1|0|
NP_944374.1|0|
NP_944375.1|2|
NP_944376.1|0|
NP_944377.1|0|
NP_944378.1|0|
NP_944379.2|0|
*
NC_019514|Erwinia phage vB_EamP-S6|
YP_007005737.1|0|
YP_007005738.1|0|
YP_007005739.1|0|
YP_007005740.1|0|
YP_007005741.1|0|
YP_007005742.1|0|
YP_007005743.1|0|
YP_007005744.1|0|
YP_007005745.1|0|
YP_007005746.1|0|
YP_007005747.1|0|
YP_007005748.1|0|
YP_007005749.1|0|
YP_007005750.1|0|
YP_007005751.1|0|
YP_007005752.1|0|
YP_007005753.1|0|
YP_007005754.1|0|
YP_007005755.1|0|
YP_007005756.1|0|
YP_007005757.1|0|
YP_007005758.1|0|
YP_007005759.1|0|
YP_007005760.1|0|
YP_007005761.1|0|
YP_007005762.1|0|
YP_007005763.1|0|
YP_007005764.1|0|
YP_007005765.1|0|
YP_007005766.1|0|
YP_007005767.1|0|
YP_007005768.1|0|
YP_007005769.1|0|
YP_007005770.1|0|
YP_007005771.1|0|
YP_007005772.1|0|
YP_007005773.1|0|
YP_007005774.1|0|
YP_007005775.1|0|
YP_007005776.1|0|
YP_007005777.1|0|
YP_007005778.1|0|
YP_007005779.1|0|
YP_007005780.1|0|
YP_007005781.1|0|
YP_007005782.1|0|
YP_007005783.1|11|
YP_007005784.1|0|
YP_007005785.1|0|
YP_007005786.1|0|
YP_007005787.1|0|
YP_007005788.1|0|
YP_007005789.1|0|
YP_007005790.1|0|
YP_007005791.1|1|
YP_007005792.1|0|
YP_007005793.1|0|
YP_007005794.1|0|
YP_007005795.1|0|
YP_007005796.1|0|
YP_007005797.1|0|
YP_007005798.1|0|
YP_007005799.1|0|
YP_007005800.1|0|
YP_007005801.1|0|
YP_007005802.1|0|
YP_007005803.1|0|
YP_007005804.1|0|
YP_007005805.1|0|
YP_007005806.1|0|
YP_007005807.1|0|
YP_007005808.1|0|
YP_007005809.1|0|
YP_007005810.1|0|
YP_007005811.1|0|
YP_007005812.1|0|
YP_007005813.1|0|
YP_007005814.1|0|
YP_007005815.1|0|
YP_007005816.1|0|
YP_007005817.1|0|
YP_007005818.1|0|
YP_007005819.1|0|
YP_007005820.1|0|
YP_007005821.1|0|
YP_007005822.1|0|
YP_007005823.1|0|
YP_007005824.1|0|
YP_007005825.1|0|
YP_007005826.1|0|
YP_007005827.1|0|
YP_007005828.1|0|
YP_007005829.1|0|
YP_007005830.1|0|
YP_007005831.1|0|
YP_007005832.1|0|
YP_007005833.1|0|
YP_007005834.1|0|
YP_007005835.1|0|
YP_007005836.1|0|
YP_007005837.1|0|
YP_007005838.1|0|
YP_007005839.1|0|
YP_007005840.1|0|
YP_007005841.1|0|
YP_007005842.1|0|
YP_007005843.1|0|
YP_007005844.1|0|
YP_007005845.1|0|
YP_007005846.1|0|
YP_007005847.1|0|
YP_007005848.1|0|
YP_007005849.1|0|
YP_007005850.1|0|
YP_007005851.1|0|
*
NC_005833|Escherichia virus T1|
YP_003867.1|0|
YP_003868.1|0|
YP_003869.1|0|
YP_003870.1|0|
YP_003871.1|0|
YP_003872.1|0|
YP_003873.1|0|
YP_003874.1|0|
YP_003875.1|0|
YP_003876.1|0|
YP_003877.1|0|
YP_003878.1|0|
YP_003879.1|0|
YP_003880.1|0|
YP_003881.1|1|
YP_003882.1|0|
YP_003883.1|0|
YP_003884.1|0|
YP_003885.1|0|
YP_003886.1|0|
YP_003887.1|0|
YP_003888.1|0|
YP_003889.1|0|
YP_003890.1|0|
YP_003891.1|0|
YP_003892.1|1|
YP_003893.1|0|
YP_003894.1|0|
YP_003895.1|0|
YP_003896.1|0|
YP_003897.1|0|
YP_003898.1|0|
YP_003899.1|0|
YP_003900.1|0|
YP_003901.1|0|
YP_003902.1|0|
YP_003903.1|0|
YP_003904.1|0|
YP_003905.1|0|
YP_003906.1|0|
YP_003907.1|0|
YP_003908.1|0|
YP_003909.1|0|
YP_003910.1|0|
YP_003911.1|0|
YP_003912.1|0|
YP_003913.1|0|
YP_003914.1|0|
YP_003915.1|0|
YP_003916.1|0|
YP_003917.1|1|
YP_003918.1|0|
YP_003919.1|0|
YP_003920.1|0|
YP_003921.1|0|
YP_003922.1|0|
YP_003923.1|0|
YP_003924.1|0|
YP_003925.1|0|
YP_003926.1|0|
YP_003927.1|0|
YP_003928.1|0|
YP_003929.1|0|
YP_003930.1|0|
YP_003931.1|0|
YP_003932.1|0|
YP_003933.1|0|
YP_003934.1|0|
YP_003935.1|0|
YP_003936.1|0|
YP_003937.1|4|
YP_003938.1|0|
YP_003939.1|0|
YP_003940.1|0|
YP_003941.1|0|
YP_003942.1|0|
YP_003943.1|0|
YP_003944.1|0|
*
NC_024450|Falconid herpesvirus 1|
YP_009046485.1|0|
YP_009046486.1|0|
YP_009046487.1|0|
YP_009046488.1|0|
YP_009046489.1|0|
YP_009046490.1|0|
YP_009046491.1|0|
YP_009046492.1|0|
YP_009046493.1|0|
YP_009046494.1|0|
YP_009046495.1|1|
YP_009046496.1|0|
YP_009046497.1|0|
YP_009046498.1|0|
YP_009046499.1|0|
YP_009046500.1|0|
YP_009046501.1|0|
YP_009046502.1|0|
YP_009046503.1|0|
YP_009046504.1|0|
YP_009046505.1|0|
YP_009046506.1|0|
YP_009046507.1|0|
YP_009046508.1|0|
YP_009046509.1|0|
YP_009046510.1|0|
YP_009046511.1|0|
YP_009046512.1|0|
YP_009046513.1|0|
YP_009046514.1|0|
YP_009046515.1|0|
YP_009046516.1|0|
YP_009046517.1|0|
YP_009046518.1|0|
YP_009046519.1|0|
YP_009046520.1|0|
YP_009046521.1|0|
YP_009046522.1|0|
YP_009046523.1|0|
YP_009046524.1|0|
YP_009046525.1|0|
YP_009046526.1|0|
YP_009046527.1|0|
YP_009046528.1|0|
YP_009046529.1|0|
YP_009046530.1|0|
YP_009046531.1|0|
YP_009046532.1|0|
YP_009046533.1|0|
YP_009046534.1|0|
YP_009046535.1|0|
YP_009046536.1|0|
YP_009046537.1|0|
YP_009046538.1|0|
YP_009046539.1|0|
YP_009046540.1|0|
YP_009046541.1|0|
YP_009046542.1|0|
YP_009046543.1|0|
YP_009046544.1|0|
YP_009046545.1|0|
YP_009046546.1|0|
YP_009046547.1|0|
YP_009046548.1|0|
YP_009046549.1|0|
YP_009046550.1|0|
YP_009046551.1|0|
YP_009046552.1|0|
YP_009046553.1|0|
YP_009046554.1|0|
YP_009046555.1|0|
YP_009046556.1|0|
YP_009046557.1|0|
YP_009046558.1|0|
YP_009046559.1|0|
YP_009046560.1|0|
YP_009046561.1|0|
YP_009046562.1|0|
YP_009046563.1|0|
YP_009046564.1|0|
YP_009046565.1|0|
YP_009046566.1|0|
YP_009046567.1|0|
YP_009046568.1|0|
YP_009046569.1|0|
YP_009046570.1|0|
YP_009046571.1|0|
YP_009046572.1|0|
YP_009046573.1|0|
YP_009046574.1|0|
YP_009046575.1|0|
YP_009046576.1|0|
YP_009046577.1|0|
YP_009046578.1|0|
YP_009046579.1|0|
YP_009046580.1|0|
YP_009046581.1|0|
YP_009046582.1|0|
YP_009046583.1|0|
YP_009046584.1|0|
YP_009046585.1|0|
YP_009046586.1|0|
YP_009046587.1|0|
YP_009046588.1|0|
YP_009046589.1|0|
YP_009046590.1|0|
YP_009046591.1|5|
YP_009046592.1|0|
YP_009046593.1|0|
YP_009046594.1|0|
YP_009046595.1|0|
YP_009046596.1|0|
YP_009046597.1|0|
YP_009046598.1|0|
YP_009046599.1|0|
YP_009046600.1|0|
YP_009046601.1|0|
YP_009046602.1|0|
YP_009046603.1|0|
YP_009046604.1|0|
YP_009046605.1|0|
YP_009046606.1|0|
YP_009046607.1|0|
YP_009046608.1|0|
YP_009046609.1|0|
YP_009046610.1|0|
YP_009046611.1|0|
YP_009046612.1|0|
YP_009046613.1|0|
YP_009046614.1|0|
*
NC_015721|Bdellovibrio phage phi1402|
YP_004678828.1|0|
YP_004678829.1|0|
YP_004678830.1|0|
YP_004678831.1|0|
YP_004678832.1|0|
YP_004678833.1|0|
YP_004678834.1|0|
YP_004678835.1|0|
YP_004678836.1|0|
YP_004678837.1|0|
YP_004678838.1|0|
YP_004678839.1|0|
YP_004678840.1|0|
YP_004678841.1|0|
YP_004678842.1|0|
YP_004678843.1|0|
YP_004678844.1|0|
YP_004678845.1|0|
YP_004678846.1|0|
YP_004678847.1|0|
YP_004678848.1|0|
YP_004678849.1|0|
YP_004678850.1|0|
YP_004678851.1|0|
YP_004678852.1|0|
YP_004678853.1|0|
YP_004678854.1|0|
YP_004678855.1|0|
YP_004678856.1|0|
YP_004678857.1|0|
YP_004678858.1|0|
YP_004678859.1|0|
YP_004678860.1|2|
YP_004678861.1|0|
YP_004678862.1|0|
YP_004678863.1|0|
YP_004678864.1|0|
YP_004678865.1|0|
YP_004678866.1|0|
YP_004678867.1|0|
YP_004678868.1|0|
YP_004678869.1|0|
*
NC_011551|Bacteriophage APSE-2|
YP_002308514.1|0|
YP_002308515.1|0|
YP_002308516.1|0|
YP_002308517.1|0|
YP_002308518.1|0|
YP_002308519.1|0|
YP_002308520.1|0|
YP_002308521.1|0|
YP_002308522.1|0|
YP_002308523.1|0|
YP_002308524.1|0|
YP_002308525.1|1|
YP_002308526.1|0|
YP_002308527.1|0|
YP_002308528.1|0|
YP_002308529.1|3|
YP_002308530.1|7|
YP_002308531.1|0|
YP_002308532.1|0|
YP_002308533.1|0|
YP_002308534.1|0|
YP_002308535.1|0|
YP_002308536.1|0|
YP_002308537.1|0|
YP_002308538.1|0|
YP_002308539.1|0|
YP_002308540.1|0|
YP_002308541.1|0|
YP_002308542.1|2|
YP_002308543.1|0|
YP_002308544.1|0|
YP_002308545.1|0|
YP_002308546.1|0|
YP_002308547.1|0|
YP_002308548.1|0|
YP_002308549.1|1|
YP_002308550.1|0|
YP_002308551.1|0|
YP_002308552.1|0|
YP_002308553.1|1|
YP_002308554.1|0|
*
NC_023567|Klebsiella phage F19|
YP_009026411.1|0|
YP_009006022.1|0|
YP_009006023.1|0|
YP_009006024.1|0|
YP_009006025.1|0|
YP_009006026.1|0|
YP_009006027.1|0|
YP_009006028.1|0|
YP_009006029.2|0|
YP_009006030.1|0|
YP_009006031.1|0|
YP_009006032.1|0|
YP_009006033.1|0|
YP_009006034.1|0|
YP_009006036.1|0|
YP_009006037.1|0|
YP_009006038.1|1|
YP_009006039.1|0|
YP_009006040.1|0|
YP_009006041.1|0|
YP_009006042.1|0|
YP_009006043.1|0|
YP_009006044.1|0|
YP_009026412.1|0|
YP_009006045.1|0|
YP_009006046.1|0|
YP_009006047.1|0|
YP_009006048.1|0|
YP_009026413.1|0|
YP_009006052.1|0|
YP_009006053.2|0|
YP_009006054.1|0|
YP_009006055.1|0|
YP_009006056.1|0|
YP_009006057.1|0|
YP_009006058.1|0|
YP_009006059.1|4|
YP_009006060.1|0|
YP_009006061.1|0|
YP_009006062.1|0|
YP_009006063.1|0|
YP_009006064.1|0|
YP_009006065.2|0|
YP_009006066.1|0|
YP_009026414.1|0|
YP_009006069.1|0|
YP_009006070.1|0|
YP_009006071.1|0|
YP_009006072.1|0|
YP_009006073.1|0|
YP_009006074.1|0|
*
NC_002577|Gallid alphaherpesvirus 3|
NP_066827.1|0|
NP_066828.1|0|
NP_066829.1|0|
NP_066830.1|0|
NP_066831.1|1|
NP_066832.1|0|
NP_066833.1|0|
NP_066834.1|0|
NP_066835.1|0|
NP_066836.2|0|
NP_066837.1|0|
NP_066838.1|0|
NP_066839.1|0|
NP_066840.1|0|
NP_066841.1|0|
NP_066842.1|0|
NP_066843.1|0|
NP_066844.1|0|
NP_066845.1|0|
NP_066846.1|0|
NP_066847.1|0|
NP_066848.1|0|
NP_066849.1|0|
NP_066850.1|0|
NP_066851.1|0|
NP_066853.2|0|
NP_066854.1|0|
NP_066855.1|0|
NP_066856.1|0|
NP_066857.1|0|
NP_066858.1|0|
NP_066859.1|0|
NP_066860.1|0|
NP_066861.1|0|
NP_066862.1|0|
NP_066863.1|0|
NP_066864.1|0|
NP_066865.1|0|
NP_066866.1|0|
NP_066867.1|0|
NP_066868.1|0|
NP_066869.1|0|
NP_066870.1|0|
NP_066871.1|0|
NP_066872.1|0|
NP_066873.1|0|
NP_066874.1|0|
NP_066875.1|0|
NP_066876.1|0|
NP_066877.1|0|
NP_066878.1|0|
NP_066879.1|0|
NP_066880.1|0|
NP_066881.1|0|
NP_066882.1|0|
NP_066883.1|0|
NP_066884.1|0|
NP_066885.1|0|
NP_066886.1|0|
NP_066887.1|0|
NP_066888.1|0|
NP_066889.1|0|
NP_066890.1|0|
NP_066891.2|0|
NP_066892.1|0|
NP_066903.1|0|
YP_001294939.1|0|
NP_066907.1|0|
NP_066908.1|0|
NP_066909.1|0|
NP_066910.1|0|
NP_066911.1|1|
NP_066912.1|0|
NP_066913.1|0|
NP_066914.2|0|
NP_066916.1|0|
*
NC_008717|Pseudomonas phage DMS3|
YP_950425.2|0|
YP_950426.1|0|
YP_950427.1|0|
YP_950428.1|0|
YP_950429.1|0|
YP_950430.1|0|
YP_950431.1|0|
YP_950432.1|0|
YP_950433.1|0|
YP_950434.1|0|
YP_950435.1|0|
YP_950436.1|0|
YP_950437.1|0|
YP_950438.1|0|
YP_950439.1|0|
YP_950440.1|0|
YP_950441.1|0|
YP_950442.1|0|
YP_950443.1|0|
YP_950444.1|0|
YP_950445.1|0|
YP_950446.1|0|
YP_950447.1|0|
YP_950448.1|0|
YP_950449.1|0|
YP_950450.1|0|
YP_950451.1|1|
YP_950452.1|0|
YP_950453.1|0|
YP_950454.1|0|
YP_950455.1|0|
YP_950456.1|0|
YP_950457.1|0|
YP_950458.1|0|
YP_950459.1|0|
YP_950460.1|0|
YP_950461.1|0|
YP_950462.1|0|
YP_950463.1|0|
YP_950464.1|0|
YP_950465.1|0|
YP_950466.1|0|
YP_950467.1|0|
YP_950468.1|0|
YP_950469.1|0|
YP_950470.1|0|
YP_950471.1|0|
YP_950472.1|0|
YP_950473.1|0|
YP_950474.1|0|
YP_950475.1|1|
YP_950476.1|0|
*
NC_002656|Mycobacterium phage Bxb1|
NP_075268.1|0|
NP_075269.1|0|
NP_075270.1|0|
NP_075271.1|0|
NP_075272.1|0|
NP_075273.1|0|
NP_075274.1|0|
NP_075275.1|0|
NP_075276.1|0|
NP_075277.1|1|
NP_075278.1|0|
NP_075279.1|0|
NP_075280.1|0|
NP_075281.1|0|
NP_075282.1|0|
NP_075283.1|0|
NP_075284.1|0|
NP_075285.1|0|
NP_075286.1|0|
NP_075287.1|0|
NP_075288.1|0|
NP_075289.1|0|
NP_075290.1|0|
NP_075291.1|0|
NP_075292.1|0|
NP_075293.1|0|
NP_075294.1|0|
NP_075295.1|0|
NP_075296.1|0|
NP_075297.1|0|
NP_075298.1|0|
NP_075299.1|0|
NP_075300.1|0|
NP_075301.1|0|
NP_075302.1|0|
NP_075303.1|0|
NP_075304.1|0|
NP_075305.1|0|
NP_075306.1|0|
NP_075307.1|0|
NP_075308.1|0|
NP_075309.1|0|
NP_075310.1|0|
NP_075311.1|0|
NP_075312.1|0|
NP_075313.1|0|
NP_075314.1|1|
NP_075315.1|0|
NP_075316.1|0|
NP_075317.1|0|
NP_075318.1|0|
NP_075319.1|0|
NP_075320.1|0|
NP_075321.1|0|
NP_075322.1|0|
NP_075323.1|0|
NP_075324.1|0|
NP_075325.1|0|
NP_075326.1|0|
NP_075327.1|0|
NP_075328.1|0|
NP_075329.1|0|
NP_075330.1|0|
NP_075331.1|0|
NP_075332.1|0|
NP_075333.1|0|
NP_075334.1|0|
NP_075335.1|0|
NP_075336.1|0|
NP_075337.1|0|
NP_075338.1|0|
NP_075339.1|0|
NP_075340.1|0|
NP_075341.1|0|
NP_075342.1|0|
NP_075343.1|0|
NP_075344.1|0|
NP_075345.1|0|
NP_075346.1|0|
NP_075347.1|0|
NP_075348.1|0|
NP_075349.1|0|
NP_075350.1|0|
NP_075351.1|0|
NP_075352.1|0|
NP_075353.1|0|
*
NC_018085|Bacillus phage BtCS33|
YP_006488671.1|0|
YP_006488672.1|2|
YP_006488673.1|0|
YP_006488674.1|3|
YP_006488675.1|0|
YP_006488676.1|0|
YP_006488677.1|0|
YP_006488678.1|0|
YP_006488679.1|0|
YP_006488680.1|0|
YP_006488681.1|0|
YP_006488682.1|0|
YP_006488683.1|0|
YP_006488684.1|0|
YP_006488685.1|0|
YP_006488686.1|0|
YP_006488687.1|0|
YP_006488688.1|0|
YP_006488689.1|0|
YP_006488690.1|0|
YP_006488691.1|0|
YP_006488692.1|0|
YP_006488693.1|0|
YP_006488694.1|0|
YP_006488695.1|0|
YP_006488696.1|0|
YP_006488697.1|0|
YP_006488698.1|0|
YP_006488699.1|0|
YP_006488700.1|0|
YP_006488701.1|0|
YP_006488702.1|0|
YP_006488703.1|0|
YP_006488704.1|0|
YP_006488705.1|0|
YP_006488706.1|1|
YP_006488707.1|0|
YP_006488708.1|0|
YP_006488709.1|0|
YP_006488710.1|0|
YP_006488711.1|0|
YP_006488712.1|0|
YP_006488713.1|0|
YP_006488714.1|0|
YP_006488715.1|0|
YP_006488716.1|0|
YP_006488717.1|0|
YP_006488718.1|0|
YP_006488719.1|0|
YP_006488720.1|0|
YP_006488721.1|0|
YP_006488722.1|0|
YP_006488723.1|0|
YP_006488724.1|0|
YP_006488725.1|0|
YP_006488726.1|0|
YP_006488727.1|0|
*
NC_003050|Streptococcus phage MM1|
NP_150133.1|0|
NP_150134.1|0|
NP_150135.1|0|
NP_150136.1|0|
NP_150137.1|0|
NP_150138.1|0|
NP_150139.1|0|
NP_150140.1|0|
NP_758425.1|0|
NP_150142.1|0|
NP_150143.1|0|
NP_758426.1|0|
NP_150144.1|1|
NP_150145.1|1|
NP_150146.1|0|
NP_150147.1|0|
NP_150148.1|0|
NP_150149.1|0|
NP_150150.1|0|
NP_150151.1|0|
NP_758427.1|0|
NP_150152.1|0|
NP_150153.1|0|
NP_150154.1|0|
NP_150155.1|0|
NP_150156.1|0|
NP_758428.1|0|
NP_758429.1|0|
NP_758430.1|1|
NP_758431.1|0|
NP_758432.1|0|
NP_150161.1|0|
NP_150162.2|0|
NP_150163.1|0|
NP_150164.1|0|
NP_150165.1|0|
NP_150166.1|0|
NP_150167.1|0|
NP_150168.1|0|
NP_150169.1|0|
NP_150170.1|0|
NP_150171.1|0|
NP_150172.1|0|
NP_150173.1|0|
NP_150174.1|0|
NP_150175.1|0|
NP_150176.1|0|
NP_150177.1|0|
NP_150178.1|0|
NP_150179.1|0|
NP_150180.1|0|
NP_150181.1|0|
NP_150182.1|0|
*
NC_015960|Yokapox virus|
YP_004821354.1|0|
YP_004821355.1|0|
YP_004821356.1|0|
YP_004821357.1|0|
YP_004821358.1|0|
YP_004821359.1|0|
YP_004821360.1|0|
YP_004821361.1|0|
YP_004821362.1|0|
YP_004821363.1|0|
YP_004821364.1|0|
YP_004821365.1|0|
YP_004821366.1|0|
YP_004821367.1|0|
YP_004821368.1|0|
YP_004821369.1|0|
YP_004821370.1|0|
YP_004821371.1|0|
YP_004821372.1|0|
YP_004821373.1|1|
YP_004821374.1|0|
YP_004821375.1|0|
YP_004821376.1|0|
YP_004821377.1|0|
YP_004821378.1|0|
YP_004821379.1|0|
YP_004821380.1|0|
YP_004821381.1|0|
YP_004821382.1|0|
YP_004821383.1|0|
YP_004821384.1|0|
YP_004821385.1|0|
YP_004821386.1|0|
